event_time,BNB_funding_rate,BNB_annual_rate,BTC_funding_rate,BTC_annual_rate,ETH_funding_rate,ETH_annual_rate,FARTCOIN_funding_rate,FARTCOIN_annual_rate,SOL_funding_rate,SOL_annual_rate,WIF_funding_rate,WIF_annual_rate
17:01:03,2.902e-05,3.17769,8.9e-05,9.7455,0.0001,10.95,0.00017079,18.701505,0.0001,10.95,5e-05,5.4750000000000005
